Source,Dataset,ID,Cycle,Chemistry,Profile,FSI,KI,DoD_%,T_avg_C,T_stress_norm,C_peak_norm,DCSS,RBF,CVI,SoH_%,Q_Ah,Health_Label
External,NASA_B0034,B0034,90,LiCoO2,CC,0.9278,1.1532,67.51,38.85,0.04,2.0156,1.9912,1.7267,0.3644,100.0,1.3502,Healthy
External,NASA_B0034,B0034,91,LiCoO2,CC,0.9288,1.1432,69.08,39.56,0.04,2.0159,1.9937,1.744,0.3601,100.0,1.3815,Healthy
External,NASA_B0034,B0034,92,LiCoO2,CC,0.929,1.1431,69.18,40.0,0.04,2.0158,1.9935,1.7439,0.3612,100.0,1.3836,Healthy
External,NASA_B0034,B0034,93,LiCoO2,CC,0.9258,1.1547,66.51,38.64,0.04,2.0155,1.9909,1.724,0.3734,100.0,1.3301,Healthy
External,NASA_B0034,B0034,94,LiCoO2,CC,0.9246,1.1561,65.88,38.17,0.04,2.0156,1.9902,1.7216,0.3779,100.0,1.3177,Healthy
External,NASA_B0034,B0034,95,LiCoO2,CC,0.925,1.1621,65.32,37.84,0.04,2.0153,1.989,1.7115,0.3752,100.0,1.3064,Healthy
External,NASA_B0034,B0034,96,LiCoO2,CC,0.9272,1.1559,66.91,38.78,0.04,2.0159,1.9904,1.7218,0.3694,100.0,1.3382,Healthy
External,NASA_B0034,B0034,97,LiCoO2,CC,0.9252,1.1415,67.82,39.47,0.04,2.0158,1.9936,1.7464,0.372,100.0,1.3563,Healthy
External,NASA_B0034,B0034,98,LiCoO2,CC,0.9249,1.1373,68.24,39.62,0.04,2.0155,1.9945,1.7536,0.3721,100.0,1.3649,Healthy
External,NASA_B0034,B0034,99,LiCoO2,CC,0.9258,1.1533,66.69,38.42,0.04,2.0157,1.9912,1.7265,0.3731,100.0,1.3338,Healthy
External,NASA_B0034,B0034,100,LiCoO2,CC,0.9242,1.1593,65.3,38.11,0.04,2.016,1.9897,1.7164,0.3738,100.0,1.306,Healthy
External,NASA_B0034,B0034,101,LiCoO2,CC,0.9233,1.1546,65.51,38.33,0.04,2.0157,1.9907,1.7241,0.3768,100.0,1.3102,Healthy
External,NASA_B0034,B0034,102,LiCoO2,CC,0.9274,1.1489,67.84,39.43,0.04,2.0156,1.9925,1.7343,0.3688,100.0,1.3568,Healthy
External,NASA_B0034,B0034,103,LiCoO2,CC,0.9286,1.1385,69.58,40.32,0.04,2.0156,1.9947,1.752,0.3633,100.0,1.3917,Healthy
External,NASA_B0034,B0034,104,LiCoO2,CC,0.9267,1.1443,68.15,39.53,0.04,2.0153,1.993,1.7417,0.3715,100.0,1.363,Healthy
External,NASA_B0034,B0034,105,LiCoO2,CC,0.9251,1.1563,66.06,38.37,0.04,2.0153,1.9904,1.7214,0.3737,100.0,1.3212,Healthy
External,NASA_B0034,B0034,106,LiCoO2,CC,0.9234,1.1563,65.37,38.31,0.04,2.0155,1.9905,1.7213,0.3804,100.0,1.3075,Healthy
External,NASA_B0034,B0034,107,LiCoO2,CC,0.9256,1.1622,65.53,38.28,0.04,2.0155,1.9888,1.7112,0.3729,100.0,1.3106,Healthy
External,NASA_B0034,B0034,108,LiCoO2,CC,0.9259,1.1354,68.82,40.33,0.04,2.0162,1.9948,1.7569,0.3684,100.0,1.3763,Healthy
External,NASA_B0034,B0034,109,LiCoO2,CC,0.9277,1.1354,69.59,40.79,0.04,2.0156,1.9955,1.7575,0.3602,100.0,1.3918,Healthy
External,NASA_B0034,B0034,110,LiCoO2,CC,0.9249,1.1369,68.25,40.0,0.04,2.0161,1.9948,1.7546,0.3713,100.0,1.365,Healthy
External,NASA_B0034,B0034,111,LiCoO2,CC,0.9229,1.1485,66.1,38.79,0.04,2.0156,1.9922,1.7346,0.3767,100.0,1.3219,Healthy
External,NASA_B0034,B0034,112,LiCoO2,CC,0.92,1.1439,65.45,38.67,0.04,2.0158,1.9927,1.742,0.3841,100.0,1.309,Healthy
External,NASA_B0034,B0034,113,LiCoO2,CC,0.9261,1.1547,66.64,38.83,0.04,2.0155,1.9907,1.724,0.3724,100.0,1.3327,Healthy
External,NASA_B0034,B0034,114,LiCoO2,CC,1.017,1.2868,87.12,40.05,0.04,2.0156,1.9481,1.5139,0.3434,100.0,1.7424,Healthy
External,NASA_B0034,B0034,115,LiCoO2,CC,0.928,1.1425,68.87,39.9,0.04,2.0155,1.9936,1.7449,0.3605,100.0,1.3773,Healthy
External,NASA_B0034,B0034,116,LiCoO2,CC,0.9249,1.1441,67.44,39.2,0.04,2.0155,1.9933,1.7423,0.3687,100.0,1.3488,Healthy
External,NASA_B0034,B0034,117,LiCoO2,CC,0.9269,1.1501,67.51,38.91,0.04,2.0157,1.9917,1.7318,0.3653,100.0,1.3502,Healthy
External,NASA_B0034,B0034,118,LiCoO2,CC,0.9241,1.1457,66.94,38.91,0.04,2.0154,1.993,1.7395,0.3721,100.0,1.3388,Healthy
External,NASA_B0034,B0034,119,LiCoO2,CC,0.9242,1.1516,66.27,38.75,0.04,2.0154,1.9913,1.7292,0.3687,100.0,1.3253,Healthy
External,NASA_B0034,B0034,120,LiCoO2,CC,0.9203,1.1363,66.54,39.09,0.04,2.0153,1.9945,1.7552,0.3779,100.0,1.3308,Healthy
External,NASA_B0034,B0034,121,LiCoO2,CC,0.9239,1.147,66.65,38.8,0.04,2.0156,1.9925,1.7371,0.372,100.0,1.3331,Healthy
External,NASA_B0034,B0034,122,LiCoO2,CC,0.9226,1.1425,66.67,38.87,0.04,2.0159,1.9937,1.7451,0.3749,100.0,1.3333,Healthy
External,NASA_B0034,B0034,123,LiCoO2,CC,0.9236,1.1488,66.32,38.72,0.04,2.0159,1.9922,1.7342,0.3722,100.0,1.3264,Healthy
External,NASA_B0034,B0034,124,LiCoO2,CC,0.9232,1.1486,66.2,38.69,0.04,2.0157,1.9921,1.7344,0.3747,100.0,1.324,Healthy
External,NASA_B0034,B0034,125,LiCoO2,CC,0.9233,1.1485,66.25,38.84,0.04,2.0156,1.9921,1.7345,0.3722,100.0,1.3249,Healthy
External,NASA_B0034,B0034,126,LiCoO2,CC,0.9224,1.144,66.42,38.98,0.04,2.0156,1.9933,1.7423,0.3779,100.0,1.3283,Healthy
External,NASA_B0034,B0034,127,LiCoO2,CC,0.9192,1.1391,65.73,39.05,0.04,2.0157,1.9942,1.7506,0.3801,100.0,1.3146,Healthy
External,NASA_B0034,B0034,128,LiCoO2,CC,0.9227,1.1502,65.83,38.79,0.04,2.0151,1.9918,1.7318,0.3746,100.0,1.3167,Healthy
External,NASA_B0034,B0034,129,LiCoO2,CC,0.9197,1.1454,65.21,38.89,0.04,2.0154,1.993,1.74,0.3788,100.0,1.3042,Healthy
External,NASA_B0034,B0034,130,LiCoO2,CC,0.9254,1.1438,67.67,40.17,0.04,2.0156,1.9933,1.7427,0.3705,100.0,1.3534,Healthy
External,NASA_B0034,B0034,131,LiCoO2,CC,0.9245,1.1331,68.56,41.04,0.04,2.0158,1.9957,1.7612,0.3672,100.0,1.3713,Healthy
External,NASA_B0034,B0034,132,LiCoO2,CC,0.9246,1.1391,67.88,40.44,0.04,2.0155,1.9947,1.751,0.3683,100.0,1.3577,Healthy
External,NASA_B0034,B0034,133,LiCoO2,CC,0.9215,1.1406,66.43,39.65,0.04,2.0162,1.9935,1.7477,0.3801,100.0,1.3287,Healthy
External,NASA_B0034,B0034,134,LiCoO2,CC,0.9215,1.1472,65.72,39.18,0.04,2.0153,1.9928,1.7371,0.3778,100.0,1.3144,Healthy
External,NASA_B0034,B0034,135,LiCoO2,CC,0.9225,1.1201,69.33,40.12,0.04,2.0155,1.9976,1.7834,0.3744,100.0,1.3867,Healthy
External,NASA_B0034,B0034,136,LiCoO2,CC,0.9248,1.1279,69.34,40.81,0.04,2.0156,1.9967,1.7702,0.3622,100.0,1.3868,Healthy
External,NASA_B0034,B0034,137,LiCoO2,CC,0.9261,1.1453,67.74,39.68,0.04,2.0159,1.993,1.7402,0.364,100.0,1.3548,Healthy
External,NASA_B0034,B0034,138,LiCoO2,CC,0.9229,1.1469,66.28,39.35,0.04,2.0155,1.9926,1.7373,0.3754,100.0,1.3256,Healthy
External,NASA_B0034,B0034,139,LiCoO2,CC,0.9231,1.1533,65.6,38.77,0.04,2.0157,1.9911,1.7264,0.3709,100.0,1.312,Healthy
External,NASA_B0034,B0034,140,LiCoO2,CC,0.9229,1.1544,65.32,38.27,0.04,2.0162,1.9905,1.7242,0.3762,100.0,1.3064,Healthy
External,NASA_B0034,B0034,141,LiCoO2,CC,0.9254,1.1481,67.09,39.68,0.04,2.0161,1.9923,1.7353,0.3658,100.0,1.3418,Healthy
External,NASA_B0034,B0034,142,LiCoO2,CC,0.9244,1.1368,68.05,40.52,0.04,2.0162,1.9944,1.7543,0.3715,100.0,1.3609,Healthy
External,NASA_B0034,B0034,143,LiCoO2,CC,0.9243,1.1496,66.5,39.34,0.04,2.0159,1.9919,1.7326,0.368,100.0,1.33,Healthy
External,NASA_B0034,B0034,144,LiCoO2,CC,0.9224,1.1562,64.95,38.61,0.04,2.0158,1.9901,1.7212,0.3741,100.0,1.2991,Healthy
External,NASA_B0034,B0034,145,LiCoO2,CC,0.9209,1.1516,64.92,38.62,0.04,2.0158,1.9914,1.7293,0.3779,100.0,1.2985,Healthy
External,NASA_B0034,B0034,146,LiCoO2,CC,0.9199,1.14,65.88,39.41,0.04,2.0159,1.9935,1.7487,0.3809,100.0,1.3176,Healthy
External,NASA_B0034,B0034,147,LiCoO2,CC,0.9244,1.1449,66.8,39.93,0.04,2.0194,1.9932,1.7409,0.3669,100.0,1.3361,Healthy
External,NASA_B0034,B0034,148,LiCoO2,CC,0.9254,1.1388,68.18,41.55,0.04,2.0165,1.9947,1.7515,0.3602,100.0,1.3636,Healthy
External,NASA_B0034,B0034,149,LiCoO2,CC,0.9219,1.1402,66.67,40.31,0.04,2.0158,1.9943,1.749,0.3736,100.0,1.3333,Healthy
External,NASA_B0034,B0034,150,LiCoO2,CC,0.9184,1.1418,65.12,39.63,0.04,2.0155,1.9939,1.7463,0.3804,100.0,1.3023,Healthy
External,NASA_B0034,B0034,151,LiCoO2,CC,0.9153,1.1368,64.44,39.4,0.04,2.0156,1.9944,1.7544,0.3876,100.0,1.2889,Healthy
External,NASA_B0034,B0034,152,LiCoO2,CC,0.9189,1.1485,64.51,39.06,0.04,2.0156,1.9923,1.7347,0.3821,100.0,1.2903,Healthy
External,NASA_B0034,B0034,153,LiCoO2,CC,0.9177,1.1435,64.62,39.19,0.04,2.0154,1.9935,1.7434,0.3836,100.0,1.2924,Healthy
External,NASA_B0034,B0034,154,LiCoO2,CC,0.9166,1.1384,64.77,39.32,0.04,2.0159,1.9948,1.7523,0.3838,100.0,1.2954,Healthy
External,NASA_B0034,B0034,155,LiCoO2,CC,0.917,1.1451,64.16,39.02,0.04,2.0153,1.9932,1.7407,0.3814,100.0,1.2832,Healthy
External,NASA_B0034,B0034,156,LiCoO2,CC,0.9206,1.0849,72.79,41.17,0.04,2.0157,2.0051,1.8483,0.3508,100.0,1.4557,Healthy
External,NASA_B0034,B0034,157,LiCoO2,CC,0.9202,1.0841,72.73,41.53,0.04,2.0158,2.005,1.8495,0.3574,100.0,1.4547,Healthy
External,NASA_B0034,B0034,158,LiCoO2,CC,0.9245,1.1118,71.17,40.36,0.04,2.0154,2.0006,1.7995,0.36,100.0,1.4234,Healthy
External,NASA_B0034,B0034,159,LiCoO2,CC,0.9227,1.118,69.63,39.91,0.04,2.0158,1.9995,1.7884,0.3705,100.0,1.3926,Healthy
External,NASA_B0034,B0034,160,LiCoO2,CC,0.9224,1.124,68.83,39.63,0.04,2.0155,1.998,1.7775,0.3713,100.0,1.3766,Healthy
External,NASA_B0034,B0034,161,LiCoO2,CC,0.9231,1.1242,69.05,40.25,0.04,2.0158,1.9982,1.7774,0.3713,100.0,1.381,Healthy
External,NASA_B0034,B0034,162,LiCoO2,CC,0.922,1.1127,70.04,41.28,0.04,2.0157,1.9995,1.797,0.3697,100.0,1.4008,Healthy
External,NASA_B0034,B0034,163,LiCoO2,CC,0.9229,1.1254,68.73,40.28,0.04,2.0172,1.9979,1.7752,0.3693,100.0,1.3746,Healthy
External,NASA_B0034,B0034,164,LiCoO2,CC,0.9195,1.1318,66.73,39.46,0.04,2.0159,1.9963,1.7639,0.3761,100.0,1.3346,Healthy
External,NASA_B0034,B0034,165,LiCoO2,CC,0.9182,1.1268,66.82,39.29,0.04,2.0155,1.9975,1.7726,0.3817,100.0,1.3364,Healthy
External,NASA_B0034,B0034,166,LiCoO2,CC,0.92,1.1451,65.35,39.19,0.04,2.0154,1.9932,1.7406,0.3782,100.0,1.3069,Healthy
External,NASA_B0034,B0034,167,LiCoO2,CC,0.9223,1.1384,67.08,39.89,0.04,2.0156,1.995,1.7524,0.3725,100.0,1.3415,Healthy
External,NASA_B0034,B0034,168,LiCoO2,CC,0.9214,1.1331,67.32,40.35,0.04,2.0159,1.9961,1.7615,0.3724,100.0,1.3464,Healthy
External,NASA_B0034,B0034,169,LiCoO2,CC,0.9212,1.1332,67.25,40.23,0.04,2.0155,1.996,1.7613,0.3748,100.0,1.345,Healthy
External,NASA_B0034,B0034,170,LiCoO2,CC,0.918,1.1347,65.79,39.48,0.04,2.0158,1.9956,1.7588,0.3812,100.0,1.3159,Healthy
External,NASA_B0034,B0034,171,LiCoO2,CC,0.9157,1.1348,64.86,39.32,0.04,2.0153,1.9953,1.7583,0.3886,100.0,1.2973,Healthy
External,NASA_B0034,B0034,172,LiCoO2,CC,0.9162,1.1416,64.26,39.07,0.04,2.0153,1.9939,1.7466,0.3894,100.0,1.2851,Healthy
External,NASA_B0034,B0034,173,LiCoO2,CC,0.9185,1.1347,65.95,40.25,0.04,2.0161,1.9953,1.7584,0.3808,100.0,1.319,Healthy
External,NASA_B0034,B0034,174,LiCoO2,CC,0.9196,1.1296,67.05,40.61,0.04,2.0155,1.9969,1.7678,0.3723,100.0,1.341,Healthy
External,NASA_B0034,B0034,175,LiCoO2,CC,0.9198,1.1363,66.31,40.11,0.04,2.0156,1.9954,1.756,0.3771,100.0,1.3261,Healthy
External,NASA_B0034,B0034,176,LiCoO2,CC,0.9162,1.1312,65.46,39.61,0.04,2.0158,1.9964,1.7649,0.3866,100.0,1.3091,Healthy
External,NASA_B0034,B0034,177,LiCoO2,CC,0.9189,1.1178,68.15,40.95,0.04,2.016,1.9991,1.7884,0.3732,100.0,1.363,Healthy
External,NASA_B0034,B0034,178,LiCoO2,CC,0.9186,1.131,66.46,39.37,0.04,2.0155,1.9963,1.7651,0.3766,100.0,1.3293,Healthy
External,NASA_B0034,B0034,179,LiCoO2,CC,0.9166,1.1378,64.85,39.15,0.04,2.0155,1.9949,1.7533,0.3799,100.0,1.2969,Healthy
External,NASA_B0034,B0034,180,LiCoO2,CC,0.9152,1.1327,64.93,39.24,0.04,2.0155,1.9961,1.7624,0.3855,100.0,1.2986,Healthy
External,NASA_B0034,B0034,181,LiCoO2,CC,0.9154,1.1396,64.2,39.04,0.04,2.0153,1.9945,1.7502,0.3822,100.0,1.2841,Healthy
External,NASA_B0034,B0034,182,LiCoO2,CC,0.9141,1.1274,65.11,39.36,0.04,2.0158,1.9974,1.7716,0.3802,100.0,1.3021,Healthy
External,NASA_B0034,B0034,183,LiCoO2,CC,0.9133,1.122,65.45,39.45,0.04,2.0157,1.998,1.7808,0.39,100.0,1.3089,Healthy
External,NASA_B0034,B0034,184,LiCoO2,CC,0.9123,1.134,63.61,39.28,0.04,2.0152,1.9951,1.7593,0.3927,100.0,1.2723,Healthy
External,NASA_B0034,B0034,185,LiCoO2,CC,0.915,1.1411,63.8,39.09,0.04,2.0156,1.9941,1.7475,0.3864,100.0,1.276,Healthy
External,NASA_B0034,B0034,186,LiCoO2,CC,0.9114,1.1357,63.03,39.19,0.04,2.0155,1.9954,1.7569,0.3919,100.0,1.2605,Healthy
External,NASA_B0034,B0034,187,LiCoO2,CC,0.9142,1.1428,63.3,39.05,0.04,2.0155,1.9938,1.7446,0.3848,100.0,1.2661,Healthy
External,NASA_B0034,B0034,188,LiCoO2,CC,0.9142,1.1428,63.29,38.99,0.04,2.0157,1.9937,1.7446,0.3855,100.0,1.2658,Healthy
External,NASA_B0034,B0034,189,LiCoO2,CC,0.9125,1.1374,63.28,39.01,0.04,2.0154,1.9949,1.7539,0.3873,100.0,1.2656,Healthy
External,NASA_B0034,B0034,190,LiCoO2,CC,0.9072,1.1196,63.32,39.39,0.04,2.0154,1.9983,1.7848,0.3976,100.0,1.2664,Healthy
External,NASA_B0034,B0034,191,LiCoO2,CC,0.9082,1.114,64.34,39.4,0.04,2.0154,2.0,1.7952,0.3922,100.0,1.2868,Healthy
External,NASA_B0034,B0034,192,LiCoO2,CC,0.9098,1.1264,63.5,39.21,0.04,2.0155,1.9974,1.7733,0.3893,100.0,1.27,Healthy
External,NASA_B0034,B0034,193,LiCoO2,CC,0.9151,1.1124,67.3,41.7,0.04,2.0156,2.0002,1.7982,0.3752,100.0,1.346,Healthy
External,NASA_B0034,B0034,194,LiCoO2,CC,0.913,1.1125,66.43,41.54,0.04,2.0157,2.0003,1.798,0.3787,100.0,1.3287,Healthy
External,NASA_B0034,B0034,195,LiCoO2,CC,0.9113,1.1139,65.6,40.71,0.04,2.0157,2.0001,1.7956,0.3851,100.0,1.312,Healthy
External,NASA_B0034,B0034,196,LiCoO2,CC,0.9058,1.1026,64.76,40.21,0.04,2.0157,2.0018,1.8154,0.3917,100.0,1.2951,Healthy
External,NASA_B0034,B0034,197,LiCoO2,CC,0.9061,1.1099,64.01,40.0,0.04,2.0153,2.0003,1.8022,0.3959,100.0,1.2803,Healthy
External,NASA_B0036,B0036,1,LiCoO2,CC,0.3665,0.103,50.1,24.89,0.04,1.0019,0.2037,1.9774,0.1512,100.0,1.002,Healthy
External,NASA_B0036,B0036,2,LiCoO2,CC,0.4585,0.0771,90.06,25.96,0.04,1.0014,0.1531,1.9856,0.2046,100.0,1.8011,Healthy
External,NASA_B0036,B0036,3,LiCoO2,CC,0.4591,0.0771,90.22,25.8,0.04,1.0022,0.1535,1.9862,0.2086,100.0,1.8044,Healthy
External,NASA_B0036,B0036,4,LiCoO2,CC,0.4595,0.0775,90.22,25.6,0.04,1.0034,0.1541,1.9871,0.2081,100.0,1.8044,Healthy
External,NASA_B0036,B0036,5,LiCoO2,CC,0.4592,0.0778,89.95,25.34,0.04,1.0048,0.1548,1.9875,0.2089,100.0,1.7989,Healthy
External,NASA_B0036,B0036,6,LiCoO2,CC,0.4585,0.0779,89.65,25.07,0.04,1.0051,0.1548,1.9875,0.2081,100.0,1.793,Healthy
External,NASA_B0036,B0036,7,LiCoO2,CC,0.4581,0.0782,89.43,24.88,0.04,1.0053,0.1554,1.9874,0.2089,100.0,1.7886,Healthy
External,NASA_B0036,B0036,8,LiCoO2,CC,0.458,0.0782,89.45,24.96,0.04,1.0044,0.1555,1.9875,0.2073,100.0,1.7891,Healthy
External,NASA_B0036,B0036,9,LiCoO2,CC,0.4581,0.0785,89.47,24.97,0.04,1.0042,0.156,1.9873,0.2108,100.0,1.7893,Healthy
External,NASA_B0036,B0036,10,LiCoO2,CC,0.4577,0.0788,89.3,24.9,0.04,1.004,0.1566,1.9872,0.2105,100.0,1.7861,Healthy
External,NASA_B0036,B0036,11,LiCoO2,CC,0.4578,0.0791,89.18,24.83,0.04,1.0053,0.1572,1.987,0.2099,100.0,1.7836,Healthy
External,NASA_B0036,B0036,12,LiCoO2,CC,0.4576,0.0794,89.15,25.11,0.04,1.0043,0.1578,1.9872,0.21,100.0,1.783,Healthy
External,NASA_B0036,B0036,13,LiCoO2,CC,0.4574,0.0796,89.07,24.95,0.04,1.0043,0.1581,1.9868,0.2099,100.0,1.7814,Healthy
External,NASA_B0036,B0036,14,LiCoO2,CC,0.457,0.0798,88.93,24.9,0.04,1.0038,0.1585,1.987,0.2089,100.0,1.7785,Healthy
External,NASA_B0036,B0036,15,LiCoO2,CC,0.4569,0.08,88.8,24.89,0.04,1.0043,0.159,1.9869,0.2093,100.0,1.7759,Healthy
External,NASA_B0036,B0036,16,LiCoO2,CC,0.4572,0.0802,88.9,25.53,0.04,1.0043,0.1594,1.9868,0.209,100.0,1.778,Healthy
External,NASA_B0036,B0036,17,LiCoO2,CC,0.4578,0.0804,89.15,26.41,0.04,1.0038,0.1597,1.9866,0.2101,100.0,1.783,Healthy
External,NASA_B0036,B0036,18,LiCoO2,CC,0.4585,0.0804,89.42,27.25,0.04,1.004,0.1596,1.9868,0.21,100.0,1.7883,Healthy
External,NASA_B0036,B0036,19,LiCoO2,CC,0.4574,0.0807,88.96,25.79,0.04,1.0041,0.1603,1.9866,0.2122,100.0,1.7793,Healthy
External,NASA_B0036,B0036,20,LiCoO2,CC,0.4564,0.0811,88.55,25.24,0.04,1.0038,0.1611,1.9863,0.2106,100.0,1.7709,Healthy
External,NASA_B0036,B0036,21,LiCoO2,CC,0.456,0.0814,88.3,24.99,0.04,1.0042,0.1617,1.9863,0.2082,100.0,1.7659,Healthy
External,NASA_B0036,B0036,22,LiCoO2,CC,0.4579,0.0815,89.13,32.8,0.04,1.0029,0.1618,1.9858,0.2059,100.0,1.7827,Healthy
External,NASA_B0036,B0036,23,LiCoO2,CC,0.4594,0.0813,89.82,31.57,0.04,1.0021,0.1612,1.9841,0.2077,100.0,1.7965,Healthy
External,NASA_B0036,B0036,24,LiCoO2,CC,0.4584,0.0818,89.55,30.91,0.04,1.0002,0.1622,1.9825,0.2102,100.0,1.7909,Healthy
External,NASA_B0036,B0036,25,LiCoO2,CC,0.4585,0.0822,89.26,30.77,0.04,1.0036,0.1629,1.9824,0.2106,100.0,1.7852,Healthy
External,NASA_B0036,B0036,26,LiCoO2,CC,0.4575,0.0823,89.06,30.83,0.04,1.0006,0.1632,1.9821,0.2103,100.0,1.7811,Healthy
External,NASA_B0036,B0036,27,LiCoO2,CC,0.4567,0.0826,88.78,31.04,0.04,0.9999,0.1638,1.9822,0.2083,100.0,1.7756,Healthy
External,NASA_B0036,B0036,28,LiCoO2,CC,0.4571,0.0827,88.84,31.5,0.04,1.0007,0.164,1.9821,0.2093,100.0,1.7769,Healthy
External,NASA_B0036,B0036,29,LiCoO2,CC,0.4566,0.083,88.57,31.23,0.04,1.0015,0.1646,1.982,0.2074,100.0,1.7713,Healthy
External,NASA_B0036,B0036,30,LiCoO2,CC,0.4565,0.0832,88.57,30.78,0.04,1.0007,0.1649,1.9818,0.2109,100.0,1.7713,Healthy
External,NASA_B0036,B0036,31,LiCoO2,CC,0.4558,0.0834,88.3,30.56,0.04,1.0,0.1653,1.9818,0.2116,100.0,1.7661,Healthy
External,NASA_B0036,B0036,32,LiCoO2,CC,0.455,0.0838,87.96,30.73,0.04,0.9999,0.1661,1.9817,0.2074,100.0,1.7593,Healthy
External,NASA_B0036,B0036,33,LiCoO2,CC,0.4553,0.084,88.05,31.23,0.04,1.0001,0.1664,1.9818,0.2071,100.0,1.761,Healthy
External,NASA_B0036,B0036,34,LiCoO2,CC,0.4554,0.0841,88.01,31.07,0.04,1.0004,0.1667,1.9817,0.2101,100.0,1.7602,Healthy
External,NASA_B0036,B0036,35,LiCoO2,CC,0.4549,0.0844,87.78,30.64,0.04,1.0006,0.1672,1.9815,0.2115,100.0,1.7556,Healthy
External,NASA_B0036,B0036,36,LiCoO2,CC,0.455,0.0845,87.73,30.62,0.04,1.0016,0.1675,1.9816,0.2122,100.0,1.7546,Healthy
External,NASA_B0036,B0036,37,LiCoO2,CC,0.4543,0.0848,87.5,30.62,0.04,1.0005,0.1681,1.9813,0.2115,100.0,1.7499,Healthy
External,NASA_B0036,B0036,38,LiCoO2,CC,0.4555,0.0847,88.05,32.23,0.04,0.9997,0.1678,1.9813,0.2103,100.0,1.761,Healthy
External,NASA_B0036,B0036,39,LiCoO2,CC,0.4558,0.0848,88.12,32.96,0.04,1.0,0.1681,1.9812,0.2092,100.0,1.7624,Healthy
External,NASA_B0036,B0036,40,LiCoO2,CC,0.4546,0.0851,87.68,32.34,0.04,0.9996,0.1686,1.9812,0.2092,100.0,1.7536,Healthy
External,NASA_B0036,B0036,41,LiCoO2,CC,0.454,0.0855,87.31,31.2,0.04,1.0005,0.1693,1.9811,0.211,100.0,1.7462,Healthy
External,NASA_B0036,B0036,42,LiCoO2,CC,0.4534,0.0858,87.03,30.84,0.04,1.0002,0.1702,1.981,0.2112,100.0,1.7406,Healthy
External,NASA_B0036,B0036,43,LiCoO2,CC,0.4545,0.0857,87.53,32.19,0.04,0.9999,0.1697,1.9809,0.2059,100.0,1.7507,Healthy
External,NASA_B0036,B0036,44,LiCoO2,CC,0.4565,0.0855,88.26,33.06,0.04,1.001,0.1694,1.9811,0.2074,100.0,1.7651,Healthy
External,NASA_B0036,B0036,45,LiCoO2,CC,0.4562,0.0856,88.16,32.35,0.04,1.0008,0.1696,1.9811,0.2099,100.0,1.7632,Healthy
External,NASA_B0036,B0036,46,LiCoO2,CC,0.4827,0.0807,99.27,34.7,0.04,1.0014,0.16,1.9837,0.2311,100.0,1.9855,Healthy
External,NASA_B0036,B0036,47,LiCoO2,CC,0.4566,0.0857,88.27,32.42,0.04,1.0012,0.1698,1.9822,0.2081,100.0,1.7654,Healthy
External,NASA_B0036,B0036,48,LiCoO2,CC,0.4556,0.086,87.86,31.61,0.04,1.0007,0.1705,1.982,0.206,100.0,1.7572,Healthy
External,NASA_B0036,B0036,49,LiCoO2,CC,0.4557,0.0861,87.87,31.32,0.04,1.0007,0.1707,1.982,0.2102,100.0,1.7574,Healthy
External,NASA_B0036,B0036,50,LiCoO2,CC,0.4563,0.0863,88.09,32.0,0.04,1.0012,0.1711,1.9821,0.2111,100.0,1.7617,Healthy
External,NASA_B0036,B0036,51,LiCoO2,CC,0.4563,0.0864,88.03,32.99,0.04,1.0013,0.1712,1.9818,0.2082,100.0,1.7607,Healthy
External,NASA_B0036,B0036,52,LiCoO2,CC,0.4562,0.0865,88.03,32.84,0.04,1.0006,0.1714,1.9819,0.21,100.0,1.7607,Healthy
External,NASA_B0036,B0036,53,LiCoO2,CC,0.4552,0.0869,87.65,31.98,0.04,1.0003,0.1721,1.9817,0.2075,100.0,1.753,Healthy
External,NASA_B0036,B0036,54,LiCoO2,CC,0.4553,0.0871,87.53,31.8,0.04,1.0016,0.1727,1.9818,0.2079,100.0,1.7505,Healthy
External,NASA_B0036,B0036,55,LiCoO2,CC,0.4551,0.0871,87.5,31.8,0.04,1.0011,0.1726,1.9816,0.2084,100.0,1.7501,Healthy
External,NASA_B0036,B0036,56,LiCoO2,CC,0.4548,0.0874,87.33,32.18,0.04,1.0015,0.1732,1.9815,0.2067,100.0,1.7466,Healthy
External,NASA_B0036,B0036,57,LiCoO2,CC,0.4555,0.0874,87.68,33.27,0.04,1.0002,0.1731,1.9815,0.2078,100.0,1.7536,Healthy
External,NASA_B0036,B0036,58,LiCoO2,CC,0.4554,0.0875,87.54,32.92,0.04,1.0016,0.1733,1.9813,0.209,100.0,1.7507,Healthy
External,NASA_B0036,B0036,59,LiCoO2,CC,0.4545,0.0879,87.17,31.48,0.04,1.0009,0.1742,1.9815,0.2115,100.0,1.7433,Healthy
External,NASA_B0036,B0036,60,LiCoO2,CC,0.4533,0.0882,86.68,31.13,0.04,1.0008,0.1747,1.9811,0.2071,100.0,1.7337,Healthy
External,NASA_B0036,B0036,61,LiCoO2,CC,0.4532,0.0884,86.6,30.93,0.04,1.0009,0.1751,1.9812,0.2089,100.0,1.7319,Healthy
External,NASA_B0036,B0036,62,LiCoO2,CC,0.4544,0.0882,87.14,32.54,0.04,1.0006,0.1747,1.9813,0.2089,100.0,1.7429,Healthy
