Source,Current_Mode,Dataset,ID,Sequence,Q_discharge_Ah,Q_nominal_Ah,SoH_%,DoD_%,CapFade_%,dSoH_per_cycle,EFC,Health_Label,C_rate_mean,C_rate_peak,T_avg_C,T_stress_norm,KI,KI_Source,RPA_ms2,CVI,RBF,DCSS,DCSS_Source,DCSS_Band,FSI,FSI_Source,FSI_Severity,Drive_Profile_Label,Fleet_DCSS_Equivalent,Profile_Rationale,Degradation_Driver,Expected_dSoH_from_FSI,Trip_ID,Distance_km,Drive_Time_min
Lab,Constant Current (CC),CALCE_CS2,CS2_33,653,0.084,1.1,7.63,7.63,92.37,-0.13,49.82,End_of_Life,0.439,0.659,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1891,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,654,0.0808,1.1,7.34,7.34,92.66,-0.29,48.0,End_of_Life,0.434,0.648,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1874,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,655,0.0822,1.1,7.47,7.47,92.53,0.13,48.93,End_of_Life,0.431,0.641,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.187,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,656,0.0821,1.1,7.47,7.47,92.53,0.0,49.0,End_of_Life,0.435,0.652,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1881,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,657,0.0815,1.1,7.41,7.41,92.59,-0.06,48.68,End_of_Life,0.433,0.645,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1872,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,658,0.0801,1.1,7.29,7.29,92.71,-0.12,47.97,End_of_Life,0.433,0.647,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1871,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,659,0.0808,1.1,7.35,7.35,92.65,0.06,48.44,End_of_Life,0.432,0.644,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1869,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,660,0.0878,1.1,7.98,7.98,92.02,0.63,52.67,End_of_Life,0.441,0.663,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1905,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,661,0.0874,1.1,7.95,7.95,92.05,-0.03,52.55,End_of_Life,0.445,0.671,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1911,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,662,0.0889,1.1,8.08,8.08,91.92,0.13,53.49,End_of_Life,0.447,0.678,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1921,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,663,0.0745,1.1,6.78,6.78,93.22,-1.3,44.95,End_of_Life,0.5,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1711,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,664,0.0828,1.1,7.53,7.53,92.47,0.75,50.0,End_of_Life,0.473,0.819,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.2048,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,665,0.0845,1.1,7.68,7.68,92.32,0.15,51.07,End_of_Life,0.443,0.669,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1903,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,666,0.0828,1.1,7.53,7.53,92.47,-0.15,50.15,End_of_Life,0.442,0.671,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1901,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,667,0.0831,1.1,7.56,7.56,92.44,0.03,50.43,End_of_Life,0.437,0.652,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1882,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,668,0.0836,1.1,7.6,7.6,92.4,0.04,50.77,End_of_Life,0.443,0.669,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1901,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,669,0.0842,1.1,7.65,7.65,92.35,0.05,51.18,End_of_Life,0.442,0.667,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.19,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,670,0.0805,1.1,7.32,7.32,92.68,-0.33,49.04,End_of_Life,0.439,0.664,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1888,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,671,0.0812,1.1,7.38,7.38,92.62,0.06,49.52,End_of_Life,0.44,0.667,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1893,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,672,0.077,1.1,7.0,7.0,93.0,-0.38,47.04,End_of_Life,0.44,0.665,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1882,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,673,0.0781,1.1,7.1,7.1,92.9,0.1,47.78,End_of_Life,0.433,0.646,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1865,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,674,0.0751,1.1,6.83,6.83,93.17,-0.27,46.03,End_of_Life,0.429,0.64,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1852,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,675,0.0736,1.1,6.69,6.69,93.31,-0.14,45.16,End_of_Life,0.427,0.642,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1851,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,676,0.0724,1.1,6.59,6.59,93.41,-0.1,44.55,End_of_Life,0.433,0.628,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1834,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,677,0.0737,1.1,6.7,6.7,93.3,0.11,45.36,End_of_Life,0.431,0.621,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.183,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,678,0.0727,1.1,6.61,6.61,93.39,-0.09,44.82,End_of_Life,0.428,0.643,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.185,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,679,0.0713,1.1,6.48,6.48,93.52,-0.13,44.0,End_of_Life,0.434,0.629,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1833,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,680,0.0705,1.1,6.41,6.41,93.59,-0.07,43.59,End_of_Life,0.432,0.626,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1828,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,681,0.0539,1.1,4.9,4.9,95.1,-1.51,33.37,End_of_Life,0.5,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1664,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,682,0.0593,1.1,5.39,5.39,94.61,0.49,36.76,End_of_Life,0.5,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1677,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,683,1.1617,1.1,105.61,100.0,-5.61,100.22,683.0,Healthy,0.5,0.893,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.4434,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,684,1.1604,1.1,105.49,100.0,-5.49,-0.12,684.0,Healthy,0.499,0.897,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.4438,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,685,1.1593,1.1,105.39,100.0,-5.39,-0.1,685.0,Healthy,0.498,0.892,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.4434,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,686,1.1581,1.1,105.28,100.0,-5.28,-0.11,686.0,Healthy,0.499,0.898,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.444,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,687,1.1578,1.1,105.25,100.0,-5.25,-0.03,687.0,Healthy,0.499,0.898,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.444,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,688,1.1561,1.1,105.1,100.0,-5.1,-0.15,688.0,Healthy,0.498,0.886,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.4428,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,689,1.1508,1.1,104.62,100.0,-4.62,-0.48,689.0,Healthy,0.499,0.898,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.4439,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,690,1.1488,1.1,104.43,100.0,-4.43,-0.19,690.0,Healthy,0.499,0.899,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.4441,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,691,1.1466,1.1,104.24,100.0,-4.24,-0.19,691.0,Healthy,0.499,0.897,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.4438,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,692,1.1475,1.1,104.32,100.0,-4.32,0.08,692.0,Healthy,0.499,0.902,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.4444,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,693,1.1476,1.1,104.33,100.0,-4.33,0.01,693.0,Healthy,0.498,0.892,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.4434,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,694,1.147,1.1,104.28,100.0,-4.28,-0.05,694.0,Healthy,0.498,0.887,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.4428,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_33,695,1.1462,1.1,104.2,100.0,-4.2,-0.08,695.0,Healthy,0.498,0.888,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.4429,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
